id,futbin_name,ustat_name,score
211688,Gayà,José Gayá,50.0
240787,Traorè,Hamed Junior Traore,55.55555555555556
240787,Traorè,Hamed Junior Traore,55.55555555555556
206098,Patricio Gabarrón Gil,Patric,60.60606060606061
209981,Yassine Bounou,Bono,61.53846153846154
238305,Ignacio Vidal Miralles,Aleix Vidal,62.5
240709,Ridle Baku,Bote Baku,63.1578947368421
264240,Páez Gavira,Gavi,63.63636363636363
227236,Zambo Anguissa,Franck Zambo,64.0
24630,Pepe Reina,José Reina,66.66666666666666
193747,Jorge Resurrección,Koke,66.66666666666666
192679,Escudero Palomo,Sergio Escudero,69.56521739130434
216194,Daniel García Carrillo,Dani García,70.58823529411765
198143,Samuel Sáiz Alonso,Samu Sáiz,70.58823529411765
229517,Antonio Villa Suárez,Toni Villa,70.58823529411765
245037,Eric García Martret,Eric Garcia,70.58823529411765
244621,Carlos Vinícius Alves Morais,Carlos Vinicius,70.58823529411765
248550,Daniel Vivian Moreno,Dani Vivian,70.96774193548387
206590,Moisés Gómez Bordonado,Moi Gómez,71.42857142857143
190941,Lukáš Hrádecký,Lukas Hradecky,71.42857142857143
231747,Kylian Mbappé,Kylian Mbappe-Lottin,72.72727272727272
193881,Filip Đuričić,Filip Djuricic,74.07407407407408
242578,Benoît Badiashile,Benoit Badiashile Mukinayi,74.4186046511628
242578,Benoît Badiashile,Benoit Badiashile Mukinayi,74.4186046511628
236792,Tomáš Souček,Tomas Soucek,75.0
200752,Nunes Jesus,Juan Jesus,76.19047619047619
229558,Dayot Upamecano,Dayotchanculle Upamecano,76.92307692307692
242619,Cheick Doucouré,Cheick Oumar Doucoure,77.77777777777777
239901,Saša Kalajdžić,Sasa Kalajdzic,78.57142857142857
236699,Saša Lukić,Sasa Lukic,80.0
229862,Eduardo Expósito Jaén,Edu Expósito,80.0
210617,Samuel Castillejo Azuaga,Samu Castillejo,80.0
245275,Toma Bašić,Toma Basic,80.0
227174,Matty Cash,Matthew Cash,81.81818181818181
181458,Ivan Perišić,Ivan Perisic,83.33333333333333
224422,Jérémie Boga,Jeremie Boga,83.33333333333333
201325,Ciprian Tătărușanu,Ciprian Tatarusanu,83.33333333333333
226110,Nicolas Pépé,Nicolas Pepe,83.33333333333333
224031,Adam Marušić,Adam Marusic,83.33333333333333
241095,Nikola Vlašić,Nikola Vlasic,84.61538461538461
236791,Antonín Barák,Antonin Barak,84.61538461538461
236583,Jiří Pavlenka,Jiri Pavlenka,84.61538461538461
223273,Mario Pašalić,Mario Pasalic,84.61538461538461
211591,Moussa Dembélé,Moussa Dembele,85.71428571428571
232119,Çağlar Söyüncü,Caglar Söyüncü,85.71428571428571
225100,Joe Gomez,Joseph Gomez,85.71428571428571
262118,Tino Livramento,Valentino Livramento,85.71428571428571
246430,Dušan Vlahović,Dusan Vlahovic,85.71428571428571
179645,Simon Kjær,Simon Kjaer,85.71428571428571
244749,Nayef Aguerd,Naif Aguerd,86.95652173913044
164835,Łukasz Fabiański,Lukasz Fabianski,87.5
220651,Angeliño,Angelino,87.5
208128,Hakan Çalhanoğlu,Hakan Calhanoglu,87.5
234678,Joakim Mæhle,Joakim Maehle,88.0
237329,Joseph Willock,Joe Willock,88.0
227222,Frédéric Guilbert,Frederic Guilbert,88.23529411764706
227222,Frédéric Guilbert,Frederic Guilbert,88.23529411764706
247028,Alex Král,Alex Kral,88.88888888888889
258683,Ivan Ilić,Ivan Ilic,88.88888888888889
226093,Ché Adams,Che Adams,88.88888888888889
241637,Aurélien Tchouaméni,Aurelien Tchouameni,89.47368421052632
208165,Berat Djimsiti,Berat Gjimshiti,89.65517241379311
247246,Khéphren Thuram,Kephren Thuram,89.65517241379311
235042,Dimitri Liénard,Dmitri Lienard,89.65517241379311
220018,Ante Rebić,Ante Rebic,90.0
236699,Saša Lukic,Sasa Lukic,90.0
180930,Edin Džeko,Edin Dzeko,90.0
220971,Naby Keïta,Naby Keita,90.0
215502,Bartłomiej Drągowski,Bartlomiej Dragowski,90.0
225663,Alexandr Golovin,Aleksandr Golovin,90.9090909090909
201143,Aïssa Mandi,Aissa Mandi,90.9090909090909
231410,Brahim Díaz,Brahim Diaz,90.9090909090909
229758,Rade Krunić,Rade Krunic,90.9090909090909
246420,Jérémy Doku,Jéremy Doku,90.9090909090909
246618,Adam Hložek,Adam Hlozek,90.9090909090909
259377,Yeremy Pino,Yeremi Pino,90.9090909090909
214092,Alexey Miranchuk,Aleksey Miranchuk,90.9090909090909
204234,Edgar Badia,Edgar Badía,90.9090909090909
165109,Ștefan Radu,Stefan Radu,90.9090909090909
208574,Filip Kostić,Filip Kostic,91.66666666666669
206167,Sanjin Prcić,Sanjin Prcic,91.66666666666669
204639,Stefan Savić,Stefan Savic,91.66666666666669
168651,Ivan Rakitić,Ivan Rakitic,91.66666666666669
221174,Mislav Oršic,Mislav Orsic,91.66666666666669
241184,Junior Firpo,Júnior Firpo,91.66666666666669
187598,Rafael Tolói,Rafael Toloi,91.66666666666669
240130,Éder Militão,Eder Militão,91.66666666666669
206467,Alassane Plea,Alassane Pléa,92.3076923076923
219789,Hamari Traoré,Hamari Traore,92.3076923076923
158121,Benoît Costil,Benoit Costil,92.3076923076923
234642,Édouard Mendy,Edouard Mendy,92.3076923076923
158121,Benoît Costil,Benoit Costil,92.3076923076923
191202,Nemanja Matić,Nemanja Matic,92.3076923076923
212127,Darko Lazović,Darko Lazovic,92.3076923076923
253163,Ronald Araujo,Ronald Araújo,92.3076923076923
219985,Matias Vecino,Matías Vecino,92.3076923076923
172723,Asmir Begović,Asmir Begovic,92.3076923076923
217877,Théo Bongonda,Theo Bongonda,92.3076923076923
220621,Saïd Benrahma,Said Benrahma,92.3076923076923
176600,Kévin Gameiro,Kevin Gameiro,92.3076923076923
251517,Joško Gvardiol,Josko Gvardiol,92.85714285714286
232363,Milan Škriniar,Milan Skriniar,92.85714285714286
234612,Jonathan Ikoné,Jonathan Ikone,92.85714285714286
181820,Stevan Jovetić,Stevan Jovetic,92.85714285714286
225201,Álex Berenguer,Alex Berenguer,92.85714285714286
205391,Soualiho Meïté,Soualiho Meité,92.85714285714286
207993,Sead Kolašinac,Sead Kolasinac,92.85714285714286
201535,Raphaël Varane,Raphael Varane,92.85714285714286
180216,Séamus Coleman,Seamus Coleman,92.85714285714286
209519,Gaëtan Laborde,Gaetan Laborde,92.85714285714286
238067,Nicolò Zaniolo,Nicolo Zaniolo,92.85714285714286
210406,Piotr Zieliński,Piotr Zielinski,93.33333333333331
227290,Marko Dmitrović,Marko Dmitrovic,93.33333333333331
226754,Ismaël Bennacer,Ismael Bennacer,93.33333333333331
194333,Rafał Gikiewicz,Rafal Gikiewicz,93.33333333333331
203605,Pavel Kadeřábek,Pavel Kaderábek,93.33333333333331
225263,Duje Ćaleta-Car,Duje Caleta-Car,93.33333333333331
143076,Alejandro Gómez,Alejandro Gomez,93.33333333333331
220440,Clément Lenglet,Clement Lenglet,93.33333333333331
242641,Rayan Aït Nouri,Rayan Ait Nouri,93.33333333333331
